Title,Creator,Contributors,TulaneName,FullName,FirstName,LastName,BirthYear,DeathYear,Description,Notes,Date,Language,Identifier,Source,Relation,Coverage-Spatial,Collection,Rights,Publisher,Contact Information,Type,Format,Cataloger,Cataloged Date,Object File Name,Image Resolution (Archival),Image Bit-Depth (Archival),Color Mode (Archival),Extent (Archival),Image Manipulation (Archival),File Size (Archival),Hardware/Software (Archival),Digitized By,Digitized Date,File to Upload,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Location URI
"Johnson, Bunk","Russell, William",,"Johnson, Bunk, 1879-1949",Bunk Johnson,Bunk,Johnson,1879,1949,"August 1944 - In front of garden of ‚ÄúThe Shadows‚Äù, Main street nearNew Iberia, Louisiana",,1944,,See 'reference url' on the navigation bar,,,New Iberia (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00822,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/875,875,876.jp2,/p16313coll33/image/876.jp2,
"Johnson, Dink","Russell, William",,"Johnson, Dink",Dink Johnson,Dink,Johnson,,,"Johnson, Dink March 1946 - Dink‚Äôs Place, S. Avalon, Los Angeles, California ","Dink‚Äôs Place, S. Avalon, Los Angeles, California",1946,,See 'reference url' on the navigation bar,,,Los Angeles (Ca.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00824,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/876,876,877.jp2,/p16313coll33/image/877.jp2,
"Johnson, Dink","Russell, William",,"Johnson, Dink",Dink Johnson,Dink,Johnson,,,"Johnson, Dink March 1946 - Dink‚Äôs Place, S. Avalon, Los Angeles, California ","Dink‚Äôs Place, S. Avalon, Los Angeles, California",1946,,See 'reference url' on the navigation bar,,,Los Angeles (Ca.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00825,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/877,877,878.jp2,/p16313coll33/image/878.jp2,
"Johnson, Dink","Russell, William",,"Johnson, Dink",Dink Johnson,Dink,Johnson,,,"Johnson, Dink Spring 1946 - Dink‚Äôs Place, S. Avalon, Los Angeles, California ","Dink‚Äôs Place, S. Avalon, Los Angeles, California",1946,,See 'reference url' on the navigation bar,,,Los Angeles (Ca.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00826a,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/878,878,879.jp2,/p16313coll33/image/879.jp2,
"Johnson, Dink","Russell, William",,"Johnson, Dink",Dink Johnson,Dink,Johnson,,,"Spring 1946 - Los Angeles, California",,1946,,See 'reference url' on the navigation bar,,,Los Angeles (Ca.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00827,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/879,879,880.jp2,/p16313coll33/image/880.jp2,
"Johnson, Isabel Joseph",,,"Dorsey, Dr. Thomas A.",Thomas A. Dorsey,Thomas A.,Dorsey,,,"Johnson, Isabel Joseph, 2nd from left, with Sallie Martin, Rev.  Willie Barrow (glasses), H.R. Harris (glasses), Rev. Jesse Jackson, Thomas A. Dorsey; at Operation Push Salutes 50th Year of Gospel Music program.",,1980-12-06,,See 'reference url' on the navigation bar,"Gift of Dr. Clayton Hannah, December 1980",,Chicago (Il.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00831,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/880,880,881.jp2,/p16313coll33/image/881.jp2,http://sws.geonames.org/4887539/
"Johnson, Isabel Joseph",,,"Dorsey, Dr. Thomas A.",Thomas A. Dorsey,Thomas A.,Dorsey,,,"Johnson, Isabel Joseph, 2nd from left, with Sallie Martin, H.R. Harris, Thomas A. Dorsey, Rev. Jesse Jackson, and Albertina Jackson; at Operation Push Salutes 50th Year of Gospel Music program.",,1980-12-06,,See 'reference url' on the navigation bar,"Gift of Dr. Clayton Hannah, December 1981",,Chicago (Il.),Al Rose,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00832,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/881,881,882.jp2,/p16313coll33/image/882.jp2,http://sws.geonames.org/4887539/
Noon Johnson's Band,"Hurley, Jack",,"Guesnon, George",George Guesnon,George,Guesnon,,,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",Lafitte Guest House,1962-11-10,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00833,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/882,882,883.jp2,/p16313coll33/image/883.jp2,http://sws.geonames.org/4335053/
Noon Johnson's Band,,,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/882,882,,,
Noon Johnson's Band,,,"Johnson, Noon",Noon Johnson,Noon,Johnson,,,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/882,882,,,
Noon Johnson's Band,"Hurley, Jack",,"Guesnon, George",George Guesnon,George,Guesnon,,,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",Lafitte Guest House,1962-11-10,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00834,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/883,883,884.jp2,/p16313coll33/image/884.jp2,http://sws.geonames.org/4335053/
Noon Johnson's Band,,,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/883,883,,,
Noon Johnson's Band,,,"Johnson, Noon",Noon Johnson,Noon,Johnson,,,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/883,883,,,
Noon Johnson's Band,"Hurley, Jack",,"Guesnon, George",George Guesnon,George,Guesnon,,,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",Lafitte Guest House,1962-11-10,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00835,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/884,884,885.jp2,/p16313coll33/image/885.jp2,http://sws.geonames.org/4335053/
Noon Johnson's Band,,,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/884,884,,,
Noon Johnson's Band,,,"Johnson, Noon",Noon Johnson,Noon,Johnson,,,"George Guesnon, George ‚ÄúKid Sheik‚Äù Colar, and Noon Johnson; party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/884,884,,,
R. M. Jones Jazz Wizards,Woodard Photography Studios,,"St. Cyr, Johnny, 1890-1966",Johnny St. Cyr,Johnny,St. Cyr,1890,1966,"R.M. Jones, Johnny St. Cyr, and Albert Nicholas; taken for Okeh Catalog",,1920s,,See 'reference url' on the navigation bar,,,Chicago (Il.),Johnny St. Cyr,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00836,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/885,885,886.jp2,/p16313coll33/image/886.jp2,http://sws.geonames.org/4887539/
R. M. Jones Jazz Wizards,,,"Nicholas, Albert, 1900-1973",Albert Nicholas,Albert,Nicholas,1900,1973,"R.M. Jones, Johnny St. Cyr, and Albert Nicholas; taken for Okeh Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/885,885,,,
"Keppard, Freddie",,,"Nelson, Louis, 1902-1990",Louis Nelson,Louis,Nelson,1902,1990,with Big Eye Louis Nelson [Delilse]; on tour with the Original Creole Band.,,circa 1918,,See 'reference url' on the navigation bar,,,,Big Eye,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00844,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/892,892,893.jp2,/p16313coll33/image/893.jp2,
"Keppard, Louis",,,"Keppard, Louis, 1888-1986",Louis Keppard,Louis,Keppard,1888,1986,Summer 1949 ; his home on Roman Street,,1949,,See 'reference url' on the navigation bar,Roman St.,,,,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00847,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/893,893,894.jp2,/p16313coll33/image/894.jp2,
"Keppard, Louis","Friedlander, Lee",,"Keppard, Louis, 1888-1986",Louis Keppard,Louis,Keppard,1888,1986,1017 N. Villere Street; at home.,Do not reproduce without permission,,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00848,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/894,894,895.jp2,/p16313coll33/image/895.jp2,http://sws.geonames.org/4335053/
"Koche, Merle","Chevrier, Henri L",,"Koch, Merle",Merle Koch,Merle,Koch,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",Cosimo Recording Studio,,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00849,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,896.jp2,/p16313coll33/image/896.jp2,http://sws.geonames.org/4335053/
"Koche, Merle",,,"Souchon, Edmond, 1897-1968",Edmond Souchon,Edmond,Souchon,1897,1968,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Koche, Merle",,,"Souchon, Harry",Harry Souchon,Harry,Souchon,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Koche, Merle",,,"Crais, Bill",Bill Crais,Bill,Crais,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Koche, Merle",,,"Lockhart, Andy",Andy Lockhart,Andy,Lockhart,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Koche, Merle",,,"Lockhart, Andy",Andy Lockhart,Andy,Lockhart,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Koche, Merle",,,"Crais, Mina Lea",Mina Lea Crais,Mina Lea,Crais,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Koche, Merle",,,"Matassa, Cosimo",Cosimo Matassa,Cosimo,Matassa,,,"All photos taken at Cosimo Recording Studio. 1) Merle Koch; 2) Dr. Edmond Souchon, Merle Koch; 3) Merle Koch, Dr. Edmond Souchon; 4) Harry Souchon; 5) Dr. Edmond Souchon, Harry Souchon, Bill Crais, Andy Lockhart, Mina Lea Crais, and Cosimo Matassa; Recording Merle Koch‚Äôs ‚ÄúShades of Jelly Roll‚Äù LP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/895,895,,,
"Lane, George 'Papa Jack'","Hurley, Jack",,"Lane, George",George Lane,George,Lane,,,with Richard B. Allen; as guest lecturer in RBA‚Äôs University College course on Jazz.,"205 Mechanical Engineering Building, Tulane University, New Orleans",1965-04-30,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00850,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/896,896,897.jp2,/p16313coll33/image/897.jp2,http://sws.geonames.org/4335053/
"Lane, George 'Papa Jack'",,,"Allen, Richard, 1927-2007",Richard Allen,Richard,Allen,1927,2007,with Richard B. Allen; as guest lecturer in RBA‚Äôs University College course on Jazz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/896,896,,,
"Johnson, Eddie 'Big Head'","Hurley, Jack",,"Johnson, Eddie",Eddie Johnson,Eddie,Johnson,,,during time of interview.,Johnson‚Äôs home,1962-11-08,,See 'reference url' on the navigation bar,,,,,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00828,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/897,897,898.jp2,/p16313coll33/image/898.jp2,
"Johnson, Eddie 'Big Head'","Hurley, Jack",,"Johnson, Eddie",Eddie Johnson,Eddie,Johnson,,,during time of interview.,Johnson‚Äôs home,1962-11-08,,See 'reference url' on the navigation bar,,,,,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00829,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/898,898,899.jp2,/p16313coll33/image/899.jp2,
"Johnson, Eddie 'Big Head'","Friedlander, Lee",,"Johnson, Eddie",Eddie Johnson,Eddie,Johnson,,,1957-58; Harmony Inn,Do not reproduce without permission,circa 1957,,See 'reference url' on the navigation bar,,,,Richard B. Allen,Copyright is in accordance with U.S. copyright laws,,raeburn@tulane.edu,Image,tif,JAR,08/21/13,OPH00830,600,24-bit,RGB,,,,,,2013-04,,,08/22/13,08/22/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/899,899,900.tif,/p16313coll33/image/900.tif,
"Mangiapane, Sherwood",,,"Mangiapane, Sherwood, 1912-1992",Sherwood Mangiapane,Sherwood,Mangiapane,1912,1992,1957-58; Harmony Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/900,900,,,
"Mangiapane, Sherwood",,,"Mangiapane, Sherwood, 1912-1992",Sherwood Mangiapane,Sherwood,Mangiapane,1912,1992,1957-58; Harmony Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/901,901,,,
"Mangiapane, Sherwood",,,"Crawford, Paul, 1925-1996",Paul Crawford,Paul,Crawford,1925,1996,"leader of band containing Sharkey Bonano, tp, Pinky       Vidacovich, cl, Paul Crawford, tb, Tony Costa, cl, Jack Delaney,       tb, Stanley Mendelson, p, Phil Darois, tu, and Leonard Ferguson,       d   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/902,902,,,
"Mangiapane, Sherwood",,,"Mangiapane, Sherwood, 1912-1992",Sherwood Mangiapane,Sherwood,Mangiapane,1912,1992,"leader of band containing Sharkey Bonano, tp, Pinky       Vidacovich, cl, Paul Crawford, tb, Tony Costa, cl, Jack Delaney,       tb, Stanley Mendelson, p, Phil Darois, tu, and Leonard Ferguson,       d   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/902,902,,,
"Mangiapane, Sherwood",,,"Mangiapane, Sherwood, 1912-1992",Sherwood Mangiapane,Sherwood,Mangiapane,1912,1992,"With Al Rose, right during Tulane Hot Jazz Classic event.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/903,903,,,
Marable. Fate,,,"Mangiapane, Sherwood, 1912-1992",Sherwood Mangiapane,Sherwood,Mangiapane,1912,1992,"With Al Rose, right during Tulane Hot Jazz Classic event.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/904,904,,,
Marable. Fate (in cap),,,"Marable, Fate, 1890-1947",Fate Marable,Fate,Marable,1890,1947,"With Al Rose, right during Tulane Hot Jazz Classic event.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/905,905,,,
Fate Marable Band,,,"Marable, Fate, 1890-1947",Fate Marable,Fate,Marable,1890,1947,"Warren ‚ÄúBaby‚Äù Dodds, William ‚ÄúBeb√©‚Äù Ridgley, Joe Howard, Louis Armstrong, Fate Marable, Dave Jones, Johnny Dodds,   Johnny St. Cyr, George ‚ÄúPops‚Äù Foster, and Sam Rosenbaum (‚Äúa fan‚Äù).            ",,1918 or 1919,,See 'reference url' on the navigation bar,,,,Johnny St Cyr Collection,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000957,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/906,906,907.jp2,/p16313coll33/image/907.jp2,
Fate Marable Band,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,"Warren ‚ÄúBaby‚Äù Dodds, William ‚ÄúBeb√©‚Äù Ridgley, Joe Howard, Louis Armstrong, Fate Marable, Dave Jones, Johnny Dodds,   Johnny St. Cyr, George ‚ÄúPops‚Äù Foster, and Sam Rosenbaum (‚Äúa fan‚Äù).            ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/906,906,,,
Fate Marable Band,,,"Dodds, Johnny, 1892-1940",Johnny Dodds,Johnny,Dodds,1892,1940,"Warren ‚ÄúBaby‚Äù Dodds, William ‚ÄúBeb√©‚Äù Ridgley, Joe Howard, Louis Armstrong, Fate Marable, Dave Jones, Johnny Dodds,   Johnny St. Cyr, George ‚ÄúPops‚Äù Foster, and Sam Rosenbaum (‚Äúa fan‚Äù).            ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/906,906,,,
Fate Marable Band,,,"St. Cyr, Johnny, 1890-1966",Johnny St. Cyr,Johnny,St. Cyr,1890,1966,"Warren ‚ÄúBaby‚Äù Dodds, William ‚ÄúBeb√©‚Äù Ridgley, Joe Howard, Louis Armstrong, Fate Marable, Dave Jones, Johnny Dodds,   Johnny St. Cyr, George ‚ÄúPops‚Äù Foster, and Sam Rosenbaum (‚Äúa fan‚Äù).            ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/906,906,,,
Fate Marable Band,,,"Foster, Pops, 1892-1969",Pops Foster,Pops,Foster,1892,1969,"Warren ‚ÄúBaby‚Äù Dodds, William ‚ÄúBeb√©‚Äù Ridgley, Joe Howard, Louis Armstrong, Fate Marable, Dave Jones, Johnny Dodds,   Johnny St. Cyr, George ‚ÄúPops‚Äù Foster, and Sam Rosenbaum (‚Äúa fan‚Äù).            ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/906,906,,,
"Martyn, Barry (the kid Martyn Ragtime Band)",,,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"on tour in England with George ‚ÄúKid Sheik‚Äù Colar: Peter Dyer, tb, Bill Greenow, cl, Kid Sheik, tp, Cuff Billett, tp, John Coles, bj, Graham Paterson, p, Kid Martyn, d, Terry Knight",Souvenir postcard of band,circa 1963-06,,See 'reference url' on the navigation bar,,,England,,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000972,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/908,908,909.jp2,/p16313coll33/image/909.jp2,
"Mezzrow, Mezz",,,"Alcorn, Alvin, 1912-2003",Alvin Alcorn,Alvin,Alcorn,1912,2003,"with Alvin Alcorn, Hughes Pannassie, Wellman Braud; Alcorn and Braud were on tour with Kid Ory.",,,,See 'reference url' on the navigation bar,,,Europe,,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000977,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/909,909,910.jp2,/p16313coll33/image/910.jp2,
